logFC	logCPM	LR	PValue	FDR
AK162857	3.00162581866651	1.11296830877239	24.0558256850199	9.35826992338747e-07	2.45972597522259e-05
AK019848	2.98900561059753	2.76407881047691	21.5563108192726	3.43590201080619e-06	6.93600579887616e-05
Pou4f2	-2.98768838141562	0.873530659107717	33.7568241213593	6.2449592617424e-09	3.49383167268553e-07
AK148704	2.98313811196244	2.74493047884149	39.3765418167971	3.49470170679299e-10	3.1644220946192e-08
AK153985	2.97084405369563	1.65921342885127	34.794282316383	3.66448082347269e-09	2.29616368398799e-07
AK148422	2.96446835553793	3.39578393586415	36.9066117637718	1.23924985873046e-09	9.28844451531705e-08
AK171330	2.9609462002065	1.40181663884738	32.3869993028569	1.26328819025498e-08	6.49454013452325e-07
Ifi213	2.96033483246158	3.78101673456598	81.7926973242103	1.51135963332699e-19	1.69110347543337e-16
Cd300e	2.95650807841746	2.9199049600734	22.3266823941546	2.29988685266136e-06	5.05297721555963e-05
AK050838	2.95261381257422	2.21069616093237	27.0911232603012	1.94087119798522e-07	6.48267533399542e-06
AY702103	-2.94143050830123	1.35110947046421	36.5197365170886	1.51128238453518e-09	1.10627282961419e-07
AK047291	2.93764046803936	3.27534882587995	41.697479327848	1.06546265196032e-10	1.21828266006995e-08
AK050506	2.93427916443017	4.4238175195472	43.1785847714058	4.99645715064656e-11	6.26156010119026e-09
AK164470	2.93304876821273	1.70992123604026	20.9177938328033	4.79420489115889e-06	9.16986808547057e-05
Ccl2	2.91579221299985	5.86754840077096	57.6843728907903	3.0773800264082e-14	8.92725150253415e-12
Avpr1b	-2.90779559734036	1.14023444483587	33.5133949518186	7.07748892335332e-09	3.93151999944432e-07
Phxr4	2.90376721074791	2.75454087864003	14.6261313222291	0.00013108426431107	0.00129390989315243
Sox8	-2.90272586392863	1.22084320243163	36.8888701395461	1.25057809798581e-09	9.32871709759418e-08
2310081J21Rik	-2.9012428616849	1.10945306715589	26.4360334208415	2.72411014018868e-07	8.69107644522518e-06
Gm16973	2.88689983749535	1.46313714665152	30.5174322010263	3.30879967710183e-08	1.45981688660009e-06
Tulp2	-2.88490643433684	0.515261653796725	24.8009680617923	6.35655373738701e-07	1.80390243290158e-05
Pcdhga2	2.88173320752045	1.10044450194778	27.8681469735484	1.29870265907723e-07	4.5411109719743e-06
Siglec1	2.86499109766661	6.82903255249723	72.6796132328528	1.52501325056385e-17	1.03866663348185e-14
Firre	2.86482444361678	5.09627351179819	35.1323799784381	3.08035987839711e-09	1.9942707833594e-07
AK047355	2.86135901361731	3.29737187384516	24.198733974768	8.68893793491201e-07	2.32273400597947e-05
KU254565	2.85947541402247	0.778999794803926	21.9724122540129	2.76597863599047e-06	5.83163598018719e-05
Rnu2-10	2.85111678866272	11.9154809227049	36.9646597471602	1.20289862805514e-09	9.10309517318059e-08
Gcat	-2.84979095926682	1.56936950099413	36.7690722272496	1.32983254400152e-09	9.87290369752788e-08
Golt1a	-2.84970457829001	0.772164528622978	30.4730287496414	3.38540610420426e-08	1.48550102583641e-06
D6Ertd527e	2.84280898247316	0.615567461916068	25.0413567499526	5.61137249286754e-07	1.63083766420723e-05
BC147260	2.84265647608457	3.94354803185877	41.2690905993652	1.32649960691882e-10	1.46335326354812e-08
Epha10	-2.82949969136264	0.876479004529634	30.73879406726	2.9520370738895e-08	1.34039596412983e-06
AK170612	2.82873390780436	2.73544213816633	53.35757299851	2.78037318443072e-13	6.50067849762794e-11
Pcdhac1	-2.82045417781595	1.25791341578472	35.719805302904	2.27835962870766e-09	1.57226888033945e-07
Snora73a	2.8171118326026	2.50264336127103	45.730994306085	1.35659204931142e-11	2.12510144524633e-09
AK037056	-2.81690794217102	0.748394805800137	30.2104614134804	3.87613051829834e-08	1.64998871111803e-06
Gm6902	-2.8095667682973	0.45809110235915	23.1553824839418	1.4942436340669e-06	3.59008075577575e-05
Ifng	2.8036428611048	2.66117230291476	59.1019292733615	1.49712387851116e-14	4.78621337895455e-12
Gm10400	2.7981823892398	2.46695825203272	11.4893204057128	0.000699972261677706	0.00481980900183792
Tmeff2	-2.7969939572238	1.91039564157743	37.4137032233428	9.55484322617759e-10	7.4838309569036e-08
Bcas3os1	2.78992343814294	1.78412110999174	24.0618679957511	9.32894994232376e-07	2.45972597522259e-05
AK171899	2.78523338171573	3.86941628390722	34.1739045183897	5.04002991148739e-09	2.91336046359594e-07
AK156459	2.7846985290417	0.858457516947037	25.8239884085765	3.74011116849242e-07	1.14208267942366e-05
Cxcl11	2.78357313990985	6.23095748707204	78.8635779808761	6.6550463428721e-19	6.51570631006822e-16
AI593442	-2.78146390993591	1.20838735807084	35.4490049898872	2.61816097891966e-09	1.7452549674373e-07
Klk13	2.77435928821953	0.118032151517351	17.5764873761141	2.75979630817369e-05	0.000372691458340869
Thbs1	2.76829428649424	7.53596693723726	58.0920779278515	2.50131574576303e-14	7.53521368411113e-12
AK141617	2.76523397619779	1.99877909491887	16.8295500780223	4.08915827968258e-05	0.000516407210989983
Dlx2	-2.76176420733853	1.0153365745235	27.0726860195021	1.95947095097828e-07	6.5308749887393e-06
AK148217	2.76087992945962	0.775816344891169	18.2746388933032	1.91236266037436e-05	0.000282881596551126
AK039894	2.76016873376962	1.46406732062882	12.5584178877927	0.000394425534991006	0.00307396816200702
AK165756	-2.75989177095755	0.819073206847715	27.1048990246012	1.92708959828281e-07	6.45039712758551e-06
AK005187	2.75675634218515	4.14687219773282	26.6835727129205	2.39650323537728e-07	7.75645107069938e-06
Tmem92	-2.75089937467498	0.792509534695367	23.4413522801852	1.28780309708406e-06	3.16310550763619e-05
Sult5a1	-2.74206663898067	2.42001795138439	58.3675265108646	2.17450800875868e-14	6.67915057984406e-12
AK171391	2.73660212545895	4.49931114842559	53.2232421324913	2.9771532799148e-13	6.85839796027431e-11
Dgkb	-2.7328149819288	1.32813470334331	26.2388686414136	3.01688761996679e-07	9.5089626894929e-06
AK181808	2.73034374183579	4.57804769638549	33.1495400722495	8.53365575923371e-09	4.6578298769476e-07
Mx2	2.72203135618549	5.31323080668126	37.4420418418787	9.4170157670303e-10	7.41294231108189e-08
Defa36	-2.72180170644746	1.264935711671	36.3912651873066	1.61425037842561e-09	1.16531023861922e-07
Sez6	-2.71910486652813	0.541219556588852	23.5751341439237	1.20129926273812e-06	2.98704015091947e-05
Fap	2.71783065975273	1.10236779349411	23.5691984325524	1.20501078776753e-06	2.99152044221528e-05
Lag3	2.71285910196665	3.59778439094978	67.8522054153757	1.76221365545598e-16	9.51899203886825e-14
AK162351	2.71133380691768	4.04845899876158	30.8324521334227	2.81294238529211e-08	1.29602183722356e-06
1700028K03Rik	2.71091618791431	0.709321042704208	22.0447450523269	2.66367921651414e-06	5.65400202258727e-05
Vcan	2.7107829424901	5.90190213201584	73.7243021543163	8.98261275202568e-18	6.39602858002192e-15
Cldn34c1	-2.71046140537005	0.87284945305078	24.5599663027979	7.20328099872442e-07	1.99759449806299e-05
Defa24	-2.70357078017201	2.04023788442041	46.9714748580395	7.20274281706791e-12	1.21323619601472e-09
AK188430	-2.69441764437111	3.91037730131621	30.0462015459162	4.21874088329343e-08	1.74832211472994e-06
Ifitm6	2.69035899863217	3.0004906315407	27.3533654725961	1.69469241293794e-07	5.72141307083465e-06
Lrrc15	-2.68962988132287	1.14667975380341	32.0922085587324	1.47025780667128e-08	7.40565547958377e-07
AK052484	2.68637183707611	3.59809553344535	26.3421046961293	2.85985582355608e-07	9.06875333522388e-06
Tlr9	2.68496015749408	6.52573933182356	70.0109931321486	5.89748749137676e-17	3.69536566209668e-14
AK088944	2.68365682067246	2.52048191544047	17.3240644540363	3.15170285551369e-05	0.00041488592631615
H2-Q5	2.68332311528659	5.1898643507305	59.3605490916422	1.3127457934034e-14	4.37535379865197e-12
AK017280	2.68077156956829	3.66733752522364	41.1075643753638	1.44077647239003e-10	1.57192319026877e-08
AK053335	2.67806757935192	1.9697105710253	24.2215582463369	8.58657460171176e-07	2.29929386556948e-05
AK037193	2.67344271912281	0.855395111610928	18.5868584996795	1.62335779310376e-05	0.000246892231349227
Gm9733	2.67341052678934	0.68931114013602	19.5329053711354	9.88816238257758e-06	0.000164435311807938
AK053432	2.67283828565916	0.817146118522372	23.7350778515023	1.10549167572813e-06	2.81128686692876e-05
Lrrn1	-2.6727315674878	0.945753168723371	21.2408292016618	4.05043682555962e-06	7.95113945769316e-05
Ahcy	-2.66686731524557	1.0713984659686	12.7839039094909	0.000349614554844181	0.00279995501106038
Clec2h	-2.66465708481079	1.04027694866039	32.7004163444144	1.07514190709734e-08	5.68989796441886e-07
Lhx2	2.66318020126453	2.58951959482418	32.652039002894	1.10223725235497e-08	5.81365203977796e-07
Slc28a2	2.65905851337531	4.05453525351041	61.0149824892269	5.6642100554264e-15	2.16414269556718e-12
Igfn1	-2.65788233699286	1.68925493033185	26.0855465029162	3.26619864550077e-07	1.01922314306314e-05
Gja8	-2.65608669167219	1.17959587305201	22.0520950752929	2.65349900717662e-06	5.64769863416056e-05
Slfn4	2.64802180129682	9.13314386575898	75.6237293877157	3.43212033530992e-18	2.6882082526315e-15
AK044315	-2.64785971372611	1.03043206121981	25.4938915384583	4.43785752649842e-07	1.31167996514335e-05
AK042619	2.64603434670858	1.8047284617468	24.5198044262028	7.35499558117509e-07	2.02845080597021e-05
Rassf10	-2.63921563371975	1.01968539664567	30.6580883370256	3.07741063045822e-08	1.38527694040598e-06
Gm21637	-2.63568879673257	2.28358482866208	23.1059094810617	1.53318763725788e-06	3.64773994330334e-05
AK148054	2.63220040855352	8.28313282542941	32.7434560123579	1.0515973656109e-08	5.58416024823549e-07
AK080945	2.63171531046333	1.80428417596879	20.8411563780547	4.98990913180593e-06	9.4404500663937e-05
Defa21	-2.6307422888341	1.53170302446305	35.2854543783446	2.84750821220585e-09	1.86636887632655e-07
AU022754	-2.62758386295414	0.814780061171577	24.9360390122041	5.92641373325261e-07	1.70031632108795e-05
AK002875	2.62226907702034	3.72409229789709	35.6511622870575	2.360070311576e-09	1.61443237689249e-07
AK078430	2.62128858221978	3.10402192808441	14.8634913877253	0.000115578401695336	0.00117338668992705
Klf14	-2.6202893433156	0.820462276572121	27.9501868688874	1.24478936351913e-07	4.38193828753421e-06
AK171764	2.61997177205732	2.36246851906216	30.739395060342	2.95112290922348e-08	1.34039596412983e-06
Spock1	-2.61962678053773	1.61653947643426	34.5625230921134	4.12777374288275e-09	2.47745500698308e-07
Lama1	2.61626269804719	1.48606413933987	19.8291054585763	8.46833415451931e-06	0.000145616305741542
Gprasp2	-2.61470866421249	1.47774963149851	31.901445584462	1.62196401772084e-08	8.03878162610918e-07
Zfp980	-2.61419500589299	1.00180138816006	26.7620509836784	2.30112185257511e-07	7.50980704595606e-06
AK080786	-2.61123049777147	1.00549846146435	30.7536301216041	2.92955281332447e-08	1.33834402018558e-06
Tbrg3	2.61121374444741	4.07428054688883	29.8383757326914	4.69604015540339e-08	1.91073945543881e-06
Msantd1	-2.60870093767051	0.694666538396332	25.196876763517	5.17659614204886e-07	1.51678849497147e-05
Sycp1	2.60844062902076	2.52713456680607	18.1322575188548	2.06080591723018e-05	0.000298635751095381
AK040485	2.60831087594982	3.6052389403425	23.0005636044943	1.61953911742169e-06	3.8036102360436e-05
Trim9	-2.60827349943734	1.46128526270436	31.7364822116487	1.76573974051335e-08	8.59015932768375e-07
Defa23	-2.60585570200055	1.08770296443649	31.3160510316413	2.19259374913861e-08	1.03767314441862e-06
Z83816	2.60557684885461	0.726028878637137	22.5232747787866	2.0761281311748e-06	4.65939071272969e-05
AK048050	2.6034237418151	0.43416295039105	19.0262748749053	1.28930826401054e-05	0.000205236650816533
AK046895	2.60228215194411	0.908928005973956	24.7714071778069	6.45479063813548e-07	1.82271951300259e-05
Gpr45	-2.60070508462846	1.08756693158968	28.8788345709685	7.70502738465512e-08	2.91544091740634e-06
Sectm1a	2.59873380764069	2.26084570539999	39.4751481392568	3.3226111000416e-10	3.04378379427787e-08
Vmn2r36	-2.59691596848301	0.573225268602276	22.2356442211274	2.41155070747607e-06	5.21780964538847e-05
Neat1	2.59595364820301	8.39258075160711	23.3582445423567	1.34465930524879e-06	3.2861291757757e-05
AK053501	2.59508566998401	1.13551212654497	28.0178623843275	1.20200795374475e-07	4.25044121792586e-06
Insm2	-2.58969059825877	1.31820393436831	32.5755894087199	1.14645664953874e-08	6.00643592475733e-07
Ube2ql1	-2.58964246233736	1.38549097850569	31.5161032546448	1.97793128672319e-08	9.47531914572437e-07
Pla1a	2.58940298942875	1.74960320476753	25.7821296169894	3.82210981022247e-07	1.16033624374293e-05
Kcnk10	-2.58928818333527	1.44776012143115	30.8434147781506	2.79709669415801e-08	1.29252270542729e-06
Speer4cos	-2.5883437842779	2.92709391834055	26.5179527087284	2.61100334628265e-07	8.34721784071791e-06
AK084166	2.58528983400256	3.25252975816482	42.4638336001535	7.20013555594687e-11	8.54470632453847e-09
Gm1604b	-2.58329334865015	0.699472167801913	25.5093952883111	4.40233920738988e-07	1.30611067582884e-05
AK164313	2.58082994422943	4.31063731344068	14.9091904936491	0.00011281205396332	0.00115418241981521
AK132980	2.57964194033848	1.64301200390317	26.4061035629341	2.76664860212436e-07	8.79098384427549e-06
Myo1a	-2.56511006587971	1.2087563102192	27.5330435351012	1.54433361853795e-07	5.34039429015386e-06
Heatr9	2.56229196208756	0.903104255651047	23.0649888787332	1.56616755723276e-06	3.70604452931288e-05
BC023483	-2.5620274670205	2.16762900608304	45.4938809869323	1.53116430328138e-11	2.35153811871596e-09
H2-Q2	2.56201904865579	4.65664670316472	40.3009909320569	2.17698529753213e-10	2.15838447378739e-08
Kcna6	-2.56108117125157	1.44081605007596	34.0676961419574	5.32276241081039e-09	3.01014704568031e-07
Klrg1	2.56047139416935	1.04100279023354	21.538106699992	3.46867144511483e-06	6.98415657939895e-05
Tnr	-2.55973638094883	1.34905325215058	34.1052174417726	5.22110858605926e-09	2.98498781024154e-07
Lgals3bp	2.55838270237679	8.1302580210231	102.056419044562	5.39627624765939e-24	1.69065334839169e-20
Abat	-2.55829090143245	2.88842705161949	50.8134795217911	1.01573739048558e-12	2.09362187131008e-10
Mturn	-2.55094226957224	4.82347906040662	77.1074757574787	1.61903327336307e-18	1.4090086792907e-15
Btbd35f21	-2.54347034975221	0.586238371883956	17.9787593170396	2.23383696294746e-05	0.000317541343235681
AK143671	2.54284367386282	3.04827203256486	28.4751232060303	9.49101583112035e-08	3.47375614473132e-06
G0s2	-2.54036607847293	2.81734838476802	40.7749040229187	1.70812663335626e-10	1.77203998089575e-08
Amer2	-2.53878567559617	1.20617371926833	31.8890788650214	1.63232340409555e-08	8.04098934753358e-07
AK086409	2.53662793568244	2.56323995088266	19.5824908932867	9.63481393570417e-06	0.000161092623465608
Cysltr2	2.53170221455602	1.2467796704638	24.1816543052001	8.76633729555965e-07	2.33943226124262e-05
Pitx2	-2.52943471540599	0.926274766108385	26.779811142573	2.28006987511434e-07	7.45663770222674e-06
AK085136	2.52881610577508	2.29346980016548	22.0625888875878	2.63903207779443e-06	5.62454931954419e-05
Kcnc4	-2.52848411018912	1.01412248269056	22.9356694610978	1.67514369705429e-06	3.90492946642195e-05
Trim30d	2.52714081275886	5.66156746054407	63.4367894166127	1.65596235642732e-15	7.40973326377024e-13
Ccl7	2.52652847813533	5.62897046820921	55.1620979255724	1.10988430166476e-13	2.75973612469498e-11
AK164218	2.52610078028465	1.91175880514103	26.9492400401582	2.0886925790631e-07	6.91741421797536e-06
Krt9	-2.52470935939758	0.640695084596324	24.3614629636287	7.9850173861767e-07	2.1603678299561e-05
AK030382	2.51261827727765	1.70355765348992	13.3981017830822	0.00025187907036158	0.00218476502614294
AK040719	2.50563995070509	2.54390605170951	29.1290370539739	6.77144580594048e-08	2.64525432793161e-06
